Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary
1621,0.45,0.54,2,131,3,0,0,sales,medium
1622,0.91,0.95,5,241,5,0,0,sales,medium
1623,0.86,0.85,5,267,5,0,0,sales,medium
1624,0.39,0.53,2,153,3,0,0,sales,medium
1625,0.89,1,4,217,5,0,0,sales,medium
1626,0.11,0.86,6,254,4,0,0,sales,medium
1627,0.1,0.87,6,265,5,0,0,sales,medium
1628,0.38,0.57,2,146,3,0,0,sales,medium
1629,0.4,0.54,2,156,3,0,0,sales,medium
1630,0.86,0.97,5,269,5,0,0,sales,medium
1631,0.1,0.86,6,288,4,0,0,sales,medium
1632,0.1,0.85,6,283,4,0,0,sales,medium
1633,0.42,0.5,2,128,3,0,0,accounting,high
1634,0.36,0.46,2,130,3,0,0,accounting,low
1635,0.39,0.48,2,127,3,0,0,accounting,medium
1636,0.43,0.47,2,137,3,0,0,hr,medium
1637,0.36,0.49,2,133,3,0,0,hr,medium
1638,0.09,0.91,6,275,4,0,0,hr,medium
1639,0.42,0.55,2,146,3,0,0,hr,low
1640,0.42,0.46,2,135,3,0,0,technical,low
1641,0.91,0.89,5,217,5,0,0,technical,low
1642,0.41,0.56,2,154,3,0,0,technical,low
1643,0.11,0.78,6,247,4,0,0,technical,low
1644,0.09,0.83,6,295,5,0,0,technical,low
1645,0.83,1,5,224,5,0,0,technical,low
1646,0.11,0.78,6,281,4,0,0,technical,low
1647,0.1,0.93,7,258,4,0,0,technical,low
1648,0.42,0.55,2,150,3,0,0,technical,low
1649,0.1,0.97,7,282,4,0,0,technical,low
1650,0.38,0.51,2,138,3,0,0,technical,low
1651,0.77,0.98,4,238,6,0,0,support,low
1652,0.11,0.85,7,244,4,0,0,support,low
1653,0.87,0.97,5,250,6,0,0,support,low
1654,0.1,0.88,7,282,4,0,0,support,low
1655,0.1,0.89,7,253,4,0,0,support,low
1656,0.09,0.9,6,256,4,0,0,support,low
1657,0.84,0.85,5,260,5,0,0,support,low
1658,0.11,0.86,6,245,4,0,0,support,low
1659,0.81,0.97,5,230,5,0,0,support,low
1660,0.77,0.85,5,276,5,0,0,support,medium
1661,0.42,0.47,2,137,3,0,0,support,medium
1662,0.36,0.56,2,140,3,0,0,technical,medium
1663,0.81,0.83,5,269,6,0,0,technical,medium
1664,0.37,0.46,2,130,3,1,0,technical,medium
1665,0.1,0.96,6,264,4,0,0,management,medium
1666,0.14,0.55,6,175,5,0,0,IT,medium
1667,0.41,0.51,2,159,3,0,0,IT,medium
1668,0.44,0.55,2,128,3,0,1,IT,medium
1669,0.82,0.94,5,232,5,1,0,IT,medium
1670,0.67,0.54,3,166,5,0,0,IT,medium
1671,0.44,0.57,2,141,3,0,0,product_mng,medium
1672,0.42,0.54,2,143,3,0,0,product_mng,high
1673,0.84,0.83,4,239,5,0,0,product_mng,low
1674,0.86,1,4,232,5,0,0,product_mng,medium
1675,0.56,0.86,5,252,2,0,0,IT,medium
1676,0.09,0.93,6,255,4,0,0,RandD,medium
1677,0.1,0.81,7,270,4,0,0,RandD,medium
1678,0.39,0.54,2,149,3,0,0,RandD,low
1679,0.75,0.89,5,276,5,0,0,RandD,low
1680,0.43,0.55,2,159,3,0,0,RandD,low
1681,0.09,0.96,7,274,5,0,0,marketing,low
1682,0.83,0.94,4,264,5,0,0,sales,low
1683,0.59,1,3,156,4,0,0,accounting,low
1684,0.44,0.54,2,135,3,0,0,support,low
1685,0.38,0.49,2,128,3,0,0,technical,low
1686,0.76,0.98,5,242,5,0,0,management,low
1687,0.22,0.86,4,293,3,0,0,marketing,low
1688,0.4,0.46,2,141,3,0,0,marketing,low
1689,0.41,0.48,2,155,3,0,0,marketing,low
1690,0.38,0.51,2,141,3,0,0,sales,low
1691,0.45,0.68,4,212,4,1,0,sales,low
1692,0.39,0.56,2,160,3,0,0,sales,low
1693,0.45,0.47,2,150,3,0,0,sales,low
1694,0.42,0.53,2,132,3,1,0,sales,low
1695,0.1,0.87,6,248,4,0,0,sales,low
1696,0.78,0.96,5,272,5,0,0,sales,low
1697,0.39,0.56,2,160,3,0,0,sales,low
1698,0.1,0.87,7,299,4,0,0,sales,low
1699,0.1,0.8,6,292,4,0,0,sales,medium
1700,0.43,0.46,2,126,3,0,0,sales,medium
1701,0.38,0.45,2,132,3,0,0,sales,medium
1702,0.09,0.77,6,282,5,0,0,sales,medium
1703,0.39,0.53,2,141,3,0,0,sales,medium
1704,0.73,0.99,6,206,5,0,0,sales,medium
1705,0.38,0.49,2,140,3,0,0,sales,medium
1706,0.1,0.91,6,255,4,0,0,sales,medium
1707,0.41,0.54,2,133,3,0,0,sales,medium
1708,0.43,0.51,2,131,3,0,0,sales,medium
1709,0.79,0.96,4,257,5,0,0,accounting,medium
1710,0.1,0.81,6,269,4,0,0,accounting,medium
1711,0.11,0.97,6,254,4,0,0,accounting,high
1712,0.42,0.5,2,143,3,0,0,hr,low
1713,0.36,0.51,2,157,3,0,0,hr,medium
1714,0.63,0.93,5,163,3,0,0,hr,medium
1715,0.41,0.56,2,133,3,0,0,hr,medium
1716,0.36,0.46,2,157,3,0,0,technical,medium
1717,0.1,0.9,6,301,5,0,0,technical,low
1718,0.11,0.96,6,310,4,0,0,technical,low
1719,0.44,0.54,2,133,3,0,0,technical,low
1720,0.77,0.96,5,249,6,0,0,technical,low
1721,0.91,1,4,251,6,0,0,technical,low
1722,0.26,0.46,2,242,3,0,0,technical,low
1723,0.81,0.93,5,265,6,0,0,technical,low
1724,0.11,0.87,6,280,4,0,0,technical,low
1725,0.92,0.89,4,241,5,0,0,technical,low
1726,0.1,0.86,5,253,4,0,0,technical,low
1727,0.45,0.51,2,137,3,0,0,support,low
1728,0.11,0.94,6,266,4,0,0,support,low
1729,0.23,0.7,5,168,4,0,0,support,low
1730,0.86,0.95,4,270,5,0,0,support,low
1731,0.44,0.55,2,141,3,0,0,support,low
1732,0.41,0.56,2,133,3,0,0,support,low
1733,0.84,0.97,5,256,5,0,0,support,low
1734,0.42,0.52,2,160,3,0,0,support,low
1735,0.11,0.88,7,275,4,0,0,support,low
1736,0.38,0.46,2,160,3,0,0,support,low
1737,0.11,0.96,7,244,4,0,0,support,low
1738,0.1,0.83,6,271,4,0,0,technical,medium
1739,0.86,0.88,5,268,5,0,0,technical,medium
1740,0.91,1,4,253,5,1,0,technical,medium
1741,0.37,0.53,2,140,3,0,0,management,medium
1742,0.46,0.5,2,146,3,0,0,IT,medium
1743,0.1,0.89,6,259,5,0,0,IT,medium
1744,0.37,0.46,2,127,3,0,0,IT,medium
1745,0.4,0.48,2,161,3,0,0,IT,medium
1746,0.09,0.78,6,260,4,0,0,IT,medium
1747,0.11,0.89,6,272,4,0,0,product_mng,medium
1748,0.39,0.48,2,159,3,0,0,product_mng,medium
1749,0.89,0.96,4,219,6,0,0,product_mng,medium
1750,0.09,0.91,6,243,4,0,0,product_mng,high
1751,0.88,0.97,4,255,5,1,0,IT,low
1752,0.11,0.9,7,245,4,0,0,RandD,medium
1753,0.1,0.95,6,264,5,0,0,RandD,medium
1754,0.91,1,4,245,6,0,0,RandD,medium
1755,0.44,0.52,2,137,3,0,0,RandD,medium
1756,0.63,0.76,2,157,4,0,0,RandD,low
1757,0.1,0.87,7,247,4,0,0,marketing,low
1758,0.36,0.51,2,144,3,0,0,sales,low
1759,0.45,0.51,2,149,3,0,0,accounting,low
1760,0.73,1,5,253,6,0,0,support,low
1761,0.37,0.55,2,140,3,0,0,technical,low
1762,0.09,0.85,7,307,4,0,0,management,low
1763,0.41,0.71,3,205,4,0,0,marketing,low
1764,0.72,1,5,234,5,0,0,marketing,low
1765,0.36,0.54,2,127,3,0,0,marketing,low
1766,0.9,1,4,229,5,0,0,sales,low
1767,0.44,0.56,2,141,3,0,0,sales,low
1768,0.78,0.95,4,260,5,0,0,sales,low
1769,0.37,0.52,2,141,3,0,0,sales,low
1770,0.4,0.47,2,144,3,1,0,sales,low
1771,0.84,1,5,250,5,0,0,sales,low
1772,0.09,0.86,6,245,4,0,0,sales,low
1773,0.83,0.93,4,269,5,0,0,sales,low
1774,0.11,0.87,6,273,4,0,0,sales,low
1775,0.37,0.5,2,142,3,0,0,sales,low
1776,0.09,0.93,6,273,5,0,0,sales,low
1777,0.43,0.47,2,248,2,0,0,sales,medium
1778,0.39,0.56,2,147,3,0,0,sales,medium
1779,0.85,0.9,2,168,2,0,0,sales,medium
1780,0.38,0.52,2,128,3,0,0,sales,medium
1781,0.76,0.84,5,227,5,1,0,sales,medium
1782,0.44,0.51,2,135,3,0,0,sales,medium
1783,0.73,1,4,268,5,0,0,sales,medium
1784,0.43,0.53,2,136,3,0,0,sales,medium
1785,0.43,0.51,2,149,3,1,0,accounting,medium
1786,0.09,0.96,7,264,4,0,0,accounting,medium
1787,0.43,0.53,2,143,3,0,0,accounting,medium
1788,0.45,0.57,2,138,3,0,0,hr,medium
1789,0.42,0.48,2,146,3,0,0,hr,high
1790,0.41,0.46,2,150,3,1,0,hr,low
1791,0.44,0.55,2,156,3,0,0,hr,medium
1792,0.09,0.92,7,245,4,0,0,technical,medium
1793,0.41,0.51,2,156,3,0,0,technical,medium
1794,0.43,0.51,2,143,3,0,0,technical,medium
1795,0.38,0.51,2,159,3,0,0,technical,low
1796,0.85,0.96,4,217,5,0,0,technical,low
1797,0.88,0.91,4,234,6,0,0,technical,low
1798,0.44,0.46,2,138,3,0,0,technical,low
1799,0.11,0.92,7,265,4,0,0,technical,low
1800,0.38,0.5,2,145,3,0,0,technical,low
1801,0.09,0.78,6,263,4,0,0,technical,low
1802,0.11,0.79,6,264,4,0,0,technical,low
1803,0.11,0.88,6,253,4,0,0,support,low
1804,0.44,0.48,2,155,3,0,0,support,low
1805,0.38,0.51,2,137,3,0,0,support,low
1806,0.1,0.87,6,254,5,0,0,support,low
1807,0.45,0.57,2,143,3,0,0,support,low
1808,0.11,0.94,7,280,5,0,0,support,low
1809,0.36,0.48,2,136,3,0,0,support,low
1810,0.72,0.95,5,271,5,0,0,support,low
1811,0.43,0.48,2,157,3,0,0,support,low
1812,0.45,0.5,2,150,3,0,0,support,low
1813,0.4,0.53,2,127,3,0,0,support,low
1814,0.1,0.81,6,271,4,0,0,technical,low
1815,0.83,0.93,5,257,5,0,0,technical,low
1816,0.11,0.8,7,305,4,0,0,technical,medium
1817,0.43,0.5,2,152,3,0,0,management,medium
1818,0.38,0.5,2,144,3,0,0,IT,medium
1819,0.83,1,5,269,5,0,0,IT,medium
1820,0.11,0.82,7,285,4,0,0,IT,medium
1821,0.43,0.52,2,136,3,0,0,IT,medium
1822,0.11,0.88,6,294,4,0,0,IT,medium
1823,0.43,0.46,2,157,3,0,0,product_mng,medium
1824,0.1,0.89,6,280,4,0,0,product_mng,medium
1825,0.44,0.51,2,152,3,0,0,product_mng,medium
1826,0.82,0.91,5,276,6,0,0,product_mng,medium
1827,0.1,0.86,6,247,4,0,0,IT,medium
1828,0.1,0.95,5,286,4,0,0,RandD,high
1829,0.3,0.89,5,257,5,0,0,RandD,low
1830,0.1,0.93,6,258,4,0,0,RandD,medium
1831,0.39,0.5,2,151,3,0,0,RandD,medium
1832,0.14,0.47,4,175,2,0,0,RandD,medium
1833,0.82,0.92,4,252,5,0,0,marketing,medium
1834,0.1,0.85,6,266,4,0,0,sales,low
1835,0.09,0.9,6,295,4,0,0,accounting,low
1836,0.54,0.83,6,165,6,0,0,support,low
1837,0.61,0.58,2,264,4,0,0,technical,low
1838,0.1,0.79,6,275,4,0,0,management,low
1839,0.1,0.9,6,299,4,0,0,marketing,low
1840,0.36,0.49,2,147,3,0,0,marketing,low
1841,0.1,0.97,7,306,4,0,0,marketing,low
1842,0.84,1,5,242,5,0,0,sales,low
1843,0.38,0.51,2,159,3,0,0,sales,low
1844,0.41,0.49,2,147,3,0,0,sales,low
1845,0.37,0.51,2,154,3,1,0,sales,low
1846,0.43,0.56,2,129,3,0,0,sales,low
1847,0.46,0.53,2,161,3,0,0,sales,low
1848,0.09,0.84,6,269,4,0,0,sales,low
1849,0.78,0.86,5,274,5,0,0,sales,low
1850,0.45,0.53,2,159,3,0,0,sales,low
1851,0.42,0.47,2,135,3,0,0,sales,low
1852,0.46,0.53,2,147,3,0,0,sales,low
1853,0.39,0.49,2,142,3,0,0,sales,low
1854,0.36,0.51,2,130,3,0,0,sales,low
1855,0.43,0.53,2,147,3,0,0,sales,medium
1856,0.85,0.87,5,246,5,1,0,sales,medium
1857,0.11,0.92,6,281,4,0,0,sales,medium
1858,0.11,0.9,6,253,4,0,0,sales,medium
1859,0.38,0.47,2,128,3,0,0,sales,medium
1860,0.43,0.57,2,129,3,0,0,sales,medium
1861,0.75,1,5,223,6,0,0,accounting,medium
1862,0.11,0.92,6,269,4,0,0,accounting,medium
1863,0.1,0.9,7,269,4,0,0,accounting,medium
1864,0.1,0.81,7,244,5,0,0,hr,medium
1865,0.37,0.5,2,154,3,0,0,hr,medium
1866,0.11,0.93,5,140,5,0,0,hr,medium
1867,0.45,0.46,2,159,3,0,0,hr,high
1868,0.44,0.48,2,158,3,0,0,technical,low
1869,0.44,0.56,2,133,3,0,0,technical,medium
1870,0.11,0.77,6,247,4,0,0,technical,medium
1871,0.79,0.93,5,268,5,0,0,technical,medium
1872,0.8,0.9,5,267,5,0,0,technical,medium
1873,0.1,0.87,7,251,5,0,0,technical,low
1874,0.09,0.93,6,279,4,0,0,technical,low
1875,0.7,0.84,6,161,4,0,0,technical,low
1876,0.72,0.84,4,256,5,0,0,technical,low
1877,0.11,0.8,6,304,4,0,0,technical,low
1878,0.39,0.51,2,137,3,0,0,technical,low
1879,0.4,0.49,2,144,3,0,0,support,low
1880,0.43,0.54,2,142,3,0,0,support,low
1881,0.76,0.87,5,262,5,0,0,support,low
1882,0.4,0.48,2,142,3,0,0,support,low
1883,0.09,0.89,6,282,4,0,0,support,low
1884,0.37,0.54,2,157,3,0,0,support,low
1885,0.87,0.91,5,228,5,0,0,support,low
1886,0.1,0.86,6,283,4,0,0,support,low
1887,0.11,0.86,6,286,4,0,0,support,low
1888,0.43,0.5,2,148,3,0,0,support,low
1889,0.1,0.81,6,245,4,0,0,support,low
1890,0.11,0.95,6,279,4,0,0,technical,low
1891,0.85,0.87,5,245,5,0,0,technical,low
1892,0.37,0.49,2,138,3,0,0,technical,low
1893,0.44,0.52,2,141,3,0,0,management,low
1894,0.1,0.83,7,302,5,0,0,IT,medium
1895,0.11,0.89,6,268,4,0,0,IT,medium
1896,0.87,0.88,5,240,5,0,0,IT,medium
1897,0.39,0.49,2,127,3,0,0,IT,medium
1898,0.1,0.94,7,264,4,0,0,IT,medium
1899,0.44,0.53,2,155,3,0,0,product_mng,medium
1900,0.4,0.49,2,143,3,0,0,product_mng,medium
1901,0.76,0.98,5,217,6,0,0,product_mng,medium
1902,0.46,0.55,2,147,3,0,0,product_mng,medium
1903,0.9,0.92,4,271,5,0,0,IT,medium
1904,0.85,0.87,4,273,5,0,0,RandD,medium
1905,0.1,0.78,5,285,4,1,0,RandD,medium
1906,0.43,0.49,2,131,3,0,0,RandD,high
1907,0.2,0.5,5,135,6,0,0,RandD,low
1908,0.81,0.92,5,239,5,0,0,RandD,medium
1909,0.83,0.85,5,237,5,0,0,marketing,medium
1910,0.14,0.75,4,277,5,1,0,sales,medium
1911,0.1,0.84,5,303,5,0,0,accounting,medium
1912,0.91,0.98,4,242,6,0,0,support,low
1913,0.37,0.57,2,158,3,0,0,technical,low
1914,0.42,0.57,2,147,3,1,0,management,low
1915,0.39,0.68,2,282,5,0,0,marketing,low
1916,0.39,0.54,2,154,3,0,0,marketing,low
1917,0.44,0.52,2,149,3,0,0,marketing,low
1918,0.37,0.45,2,149,3,0,0,sales,low
1919,0.39,0.53,2,146,3,0,0,sales,low
1920,0.72,0.94,4,258,5,0,0,sales,low
1921,0.37,0.49,2,148,3,0,0,sales,low
1922,0.82,0.94,5,236,5,0,0,sales,low
1923,0.42,0.52,2,134,3,0,0,sales,low
1924,0.59,1,2,155,5,0,0,sales,low
1925,0.82,0.86,5,257,5,0,0,sales,low
1926,0.73,0.97,6,189,2,0,0,sales,low
1927,0.78,0.66,3,164,3,0,0,sales,low
1928,0.09,0.95,6,271,4,0,0,sales,low
1929,0.1,0.97,6,280,4,0,0,sales,low
1930,0.45,0.46,2,149,3,0,0,sales,low
1931,0.83,0.81,5,219,5,0,0,sales,low
1932,0.43,0.51,2,128,3,0,0,sales,low
1933,0.4,0.47,2,128,3,0,0,sales,medium
1934,0.43,0.46,2,157,3,0,0,sales,medium
1935,0.78,0.93,4,225,5,0,0,sales,medium
1936,0.39,0.45,2,140,3,0,0,sales,medium
1937,0.11,0.97,6,310,4,0,0,accounting,medium
1938,0.36,0.52,2,143,3,0,0,accounting,medium
1939,0.36,0.54,2,153,3,0,0,accounting,medium
1940,0.1,0.79,7,310,4,0,0,hr,medium
1941,0.4,0.47,2,136,3,0,0,hr,medium
1942,0.81,0.85,4,251,6,0,0,hr,medium
1943,0.4,0.47,2,144,3,0,0,hr,medium
1944,0.09,0.93,6,296,4,0,0,technical,medium
1945,0.76,0.89,5,238,5,0,0,technical,high
1946,0.73,0.93,5,162,4,0,0,technical,low
1947,0.38,0.49,2,137,3,0,0,technical,medium
1948,0.72,0.84,5,257,5,0,0,technical,medium
1949,0.4,0.56,2,148,3,0,0,technical,medium
1950,0.91,0.99,5,254,5,0,0,technical,medium
1951,0.85,0.85,4,247,6,0,0,technical,low
1952,0.9,0.7,5,206,4,0,0,technical,low
1953,0.46,0.55,2,145,3,0,0,technical,low
1954,0.43,0.57,2,159,3,1,0,technical,low
1955,0.89,0.88,5,228,5,1,0,support,low
1956,0.09,0.81,6,257,4,0,0,support,low
1957,0.4,0.48,2,155,3,0,0,support,low
1958,0.76,0.83,6,293,6,0,0,support,low
1959,0.4,0.57,2,151,3,0,0,support,low
1960,0.37,0.48,2,160,3,0,0,support,low
1961,0.37,0.53,2,143,3,0,0,support,low
1962,0.11,0.96,6,280,4,0,0,support,low
1963,0.37,0.52,2,158,3,0,0,support,low
1964,0.09,0.89,7,310,4,0,0,support,low
1965,0.88,0.86,5,258,5,0,0,support,low
1966,0.84,0.94,5,262,5,0,0,technical,low
1967,0.1,0.98,6,265,4,0,0,technical,low
1968,0.41,0.47,2,143,3,1,0,technical,low
1969,0.84,0.91,5,232,6,0,0,management,low
1970,0.41,0.55,2,161,3,0,0,IT,low
1971,0.53,0.76,5,132,6,0,0,IT,low
1972,0.42,0.47,2,139,3,1,0,IT,medium
1973,0.36,0.5,2,131,3,0,0,IT,medium
1974,0.38,0.52,2,161,3,0,0,IT,medium
1975,0.36,0.48,2,152,3,0,0,product_mng,medium
1976,0.46,0.54,2,138,3,0,0,product_mng,medium
1977,0.37,0.47,2,159,3,1,0,product_mng,medium
1978,0.42,0.49,2,153,3,0,0,product_mng,medium
1979,0.44,0.56,2,156,3,0,0,IT,medium
1980,0.92,0.82,5,265,5,0,0,RandD,medium
1981,0.1,0.79,6,301,5,0,0,RandD,medium
1982,0.76,1,4,220,6,0,0,RandD,medium
1983,0.11,0.79,6,247,4,0,0,RandD,medium
1984,0.43,0.48,2,136,3,0,0,RandD,high
1985,0.4,0.49,2,160,3,0,0,marketing,low
1986,0.11,0.84,7,310,4,0,0,sales,medium
1987,0.84,0.82,5,240,5,0,0,accounting,medium
1988,0.84,0.84,5,238,5,0,0,support,medium
1989,0.51,0.6,7,243,5,0,0,technical,medium
1990,0.66,0.91,5,248,4,0,0,management,low
1991,0.42,0.56,2,137,3,0,0,marketing,low
1992,0.38,0.49,2,155,3,0,0,marketing,low
1993,0.15,0.63,7,229,3,0,0,marketing,low
1994,0.38,0.53,2,140,3,0,0,sales,low
1995,0.43,0.54,2,156,3,0,0,sales,low
1996,0.37,0.57,2,147,3,0,0,sales,low
1997,0.11,0.92,7,293,4,0,0,sales,low
1998,0.41,0.53,2,157,3,0,0,sales,low
1999,0.84,0.96,4,247,5,0,0,sales,low
2000,0.4,0.51,2,148,3,0,0,sales,low
12001,0.38,0.53,2,157,3,0,0,sales,low
12002,0.8,0.86,5,262,6,0,0,sales,medium
12003,0.11,0.88,7,272,4,0,0,sales,medium
12004,0.72,0.87,5,223,5,0,0,sales,low
12005,0.37,0.52,2,159,3,0,0,sales,low
12006,0.41,0.5,2,153,3,0,0,sales,low
12007,0.1,0.77,6,247,4,0,0,sales,low
12008,0.92,0.85,5,259,5,0,0,sales,low
12009,0.89,1,5,224,5,0,0,sales,low
12010,0.42,0.53,2,142,3,0,0,sales,low
12011,0.45,0.54,2,135,3,0,0,sales,low
12012,0.11,0.81,6,305,4,0,0,sales,low
12013,0.84,0.92,4,234,5,0,0,sales,low
12014,0.41,0.55,2,148,3,0,0,sales,low
12015,0.36,0.56,2,137,3,0,0,sales,low
12016,0.38,0.54,2,143,3,0,0,sales,low
12017,0.45,0.47,2,160,3,0,0,sales,low
12018,0.78,0.99,4,255,6,0,0,sales,low
12019,0.45,0.51,2,160,3,1,1,sales,low
12020,0.76,0.89,5,262,5,0,0,sales,low
12021,0.11,0.83,6,282,4,0,0,sales,low
12022,0.38,0.55,2,147,3,0,0,sales,low
12023,0.09,0.95,6,304,4,0,0,sales,low
12024,0.46,0.57,2,139,3,0,0,sales,low
12025,0.4,0.53,2,158,3,0,0,sales,low
12026,0.89,0.92,5,242,5,0,0,sales,low
12027,0.82,0.87,4,239,5,0,0,sales,low
12028,0.4,0.49,2,135,3,0,0,sales,low
12029,0.41,0.46,2,128,3,0,0,accounting,low
12030,0.38,0.5,2,132,3,0,0,accounting,low
12031,0.09,0.62,6,294,4,0,0,accounting,low
12032,0.45,0.57,2,134,3,0,0,hr,low
12033,0.4,0.51,2,145,3,0,0,hr,low
12034,0.45,0.55,2,140,3,0,0,hr,low
12035,0.84,0.87,4,246,6,0,0,hr,low
12036,0.1,0.94,6,255,4,0,0,technical,low
12037,0.38,0.46,2,137,3,0,0,technical,low
12038,0.45,0.5,2,126,3,0,0,technical,low
12039,0.11,0.89,6,306,4,0,0,technical,low
12040,0.41,0.54,2,152,3,0,0,technical,low
12041,0.87,0.88,5,269,5,0,0,technical,low
12042,0.45,0.48,2,158,3,0,0,technical,low
12043,0.4,0.46,2,127,3,0,0,technical,low
12044,0.1,0.8,7,281,4,0,0,technical,low
12045,0.09,0.89,6,276,4,0,0,technical,low
12046,0.84,0.74,3,182,4,0,0,technical,low
12047,0.4,0.55,2,147,3,0,0,support,low
12048,0.57,0.7,3,273,6,0,0,support,low
12049,0.4,0.54,2,148,3,0,0,support,low
12050,0.43,0.47,2,147,3,0,0,support,low
12051,0.13,0.78,6,152,2,0,0,support,low
12052,0.44,0.55,2,135,3,0,0,support,low
12053,0.38,0.55,2,134,3,0,0,support,low
12054,0.39,0.54,2,132,3,0,0,support,low
12055,0.1,0.92,7,307,4,0,0,support,low
12056,0.37,0.46,2,140,3,0,0,support,low
12057,0.11,0.94,7,255,4,0,0,support,low
12058,0.1,0.81,6,309,4,0,0,technical,low
12059,0.38,0.54,2,128,3,0,0,technical,low
12060,0.85,1,4,225,5,0,0,technical,low
12061,0.85,0.91,5,226,5,0,0,management,medium
12062,0.11,0.93,7,308,4,0,0,IT,medium
12063,0.1,0.95,6,244,5,0,0,IT,medium
12064,0.36,0.56,2,132,3,0,0,IT,medium
12065,0.11,0.94,6,286,4,0,0,IT,medium
12066,0.81,0.7,6,161,4,0,0,IT,medium
12067,0.43,0.54,2,153,3,0,0,product_mng,medium
12068,0.9,0.98,4,264,6,0,0,product_mng,medium
12069,0.76,0.86,5,223,5,1,0,product_mng,medium
12070,0.43,0.5,2,135,3,0,0,product_mng,medium
12071,0.74,0.99,2,277,3,0,0,IT,medium
12072,0.09,0.77,5,275,4,0,0,product_mng,medium
12073,0.45,0.49,2,149,3,0,0,product_mng,high
12074,0.09,0.87,7,295,4,0,0,product_mng,low
12075,0.11,0.97,6,277,4,0,0,product_mng,medium
12076,0.11,0.79,7,306,4,0,0,product_mng,medium
12077,0.1,0.83,6,295,4,0,0,product_mng,medium
12078,0.4,0.54,2,137,3,0,0,marketing,medium
12079,0.43,0.56,2,157,3,0,0,sales,low
12080,0.39,0.56,2,142,3,0,0,accounting,low
12081,0.45,0.54,2,140,3,0,0,support,low
12082,0.38,0.49,2,151,3,0,0,technical,low
12083,0.79,0.59,4,139,3,0,1,management,low
12084,0.84,0.85,4,249,6,0,0,marketing,low
12085,0.11,0.77,6,291,4,0,0,marketing,low
12086,0.11,0.87,6,305,4,0,0,marketing,low
12087,0.17,0.84,5,232,3,0,0,sales,low
12088,0.44,0.45,2,132,3,0,0,sales,low
12089,0.37,0.57,2,130,3,0,0,sales,low
12090,0.1,0.79,6,291,4,0,0,sales,low
12091,0.4,0.5,2,130,3,0,0,sales,low
12092,0.89,1,5,246,5,0,0,sales,low
12093,0.42,0.48,2,143,3,0,0,sales,low
12094,0.46,0.55,2,129,3,0,0,sales,low
12095,0.09,0.83,6,255,4,0,0,sales,low
12096,0.37,0.51,2,155,3,0,0,sales,low
12097,0.1,0.77,6,265,4,0,0,sales,low
12098,0.1,0.84,6,279,4,0,0,sales,low
12099,0.11,0.97,6,284,4,0,0,sales,low
12100,0.9,1,5,221,6,0,0,sales,medium
12101,0.38,0.52,2,154,3,0,0,sales,medium
12102,0.36,0.52,2,147,3,0,0,sales,medium
12103,0.42,0.46,2,150,3,0,0,sales,medium
12104,0.09,0.94,7,267,4,0,0,sales,medium
12105,0.43,0.52,2,158,3,0,0,sales,medium
12106,0.24,0.46,7,224,5,0,0,accounting,medium
12107,0.91,1,4,257,5,0,0,accounting,medium
12108,0.44,0.5,2,148,3,0,0,accounting,medium
12109,0.71,0.87,3,177,4,0,0,hr,medium
12110,0.4,0.49,2,155,3,0,0,hr,medium
12111,0.43,0.47,2,144,3,0,0,hr,medium
12112,0.09,0.85,6,289,4,0,0,hr,high
12113,0.43,0.52,2,160,3,0,0,technical,low
12114,0.9,0.96,4,258,5,0,0,technical,medium
12115,0.84,1,5,234,5,0,0,technical,medium
12116,0.37,0.48,2,137,3,0,0,technical,medium
12117,0.86,0.68,5,263,2,0,0,technical,medium
12118,0.11,0.84,6,251,4,0,0,technical,low
12119,0.37,0.57,2,133,3,0,0,technical,low
12120,0.4,0.46,2,132,3,0,0,technical,low
12121,0.14,0.62,4,158,4,1,0,technical,low
12122,0.4,0.46,2,135,3,0,0,technical,low
12123,0.75,1,4,216,6,0,0,technical,low
12124,0.11,0.84,6,300,5,1,0,support,low
12125,0.46,0.49,2,138,3,0,0,support,low
12126,0.11,0.92,6,260,4,0,0,support,low
12127,0.38,0.49,2,132,3,0,0,support,low
12128,0.7,0.89,3,183,5,0,0,support,low
12129,0.09,0.82,6,250,4,0,0,support,low
12130,0.37,0.45,2,151,3,0,0,support,low
12131,0.1,0.83,6,292,4,0,0,support,low
12132,0.38,0.57,2,140,3,0,0,support,low
12133,0.9,1,5,221,5,0,0,support,low
12134,0.44,0.51,2,138,3,0,0,support,low
12135,0.36,0.5,2,132,3,0,0,technical,low
12136,0.31,0.84,7,133,5,0,0,technical,low
12137,0.1,0.84,6,283,4,1,0,technical,low
12138,0.42,0.48,2,129,3,0,0,management,low
12139,0.74,1,4,249,5,0,0,IT,low
12140,0.73,0.87,5,257,5,0,0,IT,low
12141,0.09,0.96,6,245,4,0,0,IT,low
12142,0.45,0.53,2,155,3,0,0,IT,low
12143,0.11,0.8,6,256,4,0,0,IT,low
12144,0.37,0.47,2,152,3,0,0,product_mng,low
12145,0.84,0.99,4,267,5,0,0,product_mng,low
12146,0.41,0.46,2,151,3,0,0,product_mng,low
12147,0.76,0.92,4,239,5,0,0,product_mng,low
12148,0.11,0.87,6,306,4,0,0,IT,low
